A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,A11,A12,A13,A14,A15,A16,A17,A18,A19,A20,B1,B2,B3,B4,B5,B6,B7,B8,B9,B10,B11,B12,B13,B14,B15,B16,B17,B18,B19,B20,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,C13,C14,C15,C16,C17,C18,C19,C20,D1,D2,D3,D4,D5,D6,D7,D8,D9,D10,D11,D12,D13,D14,D15,D16,D17,D18,D19,D20,E1,E2,E3,E4,E5,E6,E7,E8,E9,E10,E11,E12,E13,E14,E15,E16,E17,E18,E19,E20,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,F16,F17,F18,F19,F20,G1,G2,G3,G4,G5,G6,G7,G8,G9,G10,G11,G12,G13,G14,G15,G16,G17,G18,G19,G20,H1,H2,H3,H4,H5,H6,H7,H8,H9,H10,H11,H12,H13,H14,H15,H16,H17,H18,H19,H20,I1,I2,I3,I4,I5,I6,I7,I8,I9,I10,I11,I12,I13,I14,I15,I16,I17,I18,I19,I20,J1,J2,J3,J4,J5,J6,J7,J8,J9,J10,J11,J12,J13,J14,J15,J16,J17,J18,J19,J20
28,64,92,97,96,89,82,9,49,20,7,62,36,82,33,87,49,95,78,78,60,10,87,34,42,28,69,22,30,44,21,8,47,53,17,90,69,10,89,65,87,42,82,52,40,60,46,46,24,26,93,96,30,19,10,10,23,10,82,96,97,66,22,78,59,79,69,3,79,19,67,27,92,100,63,36,74,5,94,28,67,8,43,87,42,38,100,39,61,54,38,97,42,84,0,42,87,9,56,24,1,32,8,69,51,8,71,36,44,35,31,97,49,9,14,10,15,18,21,85,33,53,14,10,92,4,58,63,13,70,64,67,65,56,13,51,7,42,62,27,29,97,98,9,54,65,99,19,21,64,46,69,30,50,92,27,85,38,70,65,3,84,71,70,91,72,10,4,84,11,97,99,9,58,32,60,80,72,94,17,90,63,44,64,19,21,42,98,56,43,33,90,9,78,71,72,38,98,62,61
40,79,10,47,49,44,18,51,65,70,5,44,96,95,84,24,85,1,40,70,5,59,8,9,10,9,61,15,73,61,74,62,82,23,13,55,30,18,73,56,98,29,91,62,37,41,22,16,76,94,99,8,8,12,29,6,91,74,70,28,84,58,25,44,46,47,88,8,92,60,32,59,67,32,19,52,25,11,91,76,20,47,54,80,69,66,42,24,46,15,97,79,71,96,62,0,50,50,24,39,12,88,31,97,71,92,14,90,38,95,11,96,4,91,13,94,94,66,68,47,33,42,6,74,23,63,41,28,29,39,65,95,67,58,73,66,50,64,23,81,37,1,46,90,45,21,77,40,40,24,50,42,78,40,62,59,95,43,72,64,54,19,93,12,87,49,7,76,33,38,56,58,69,95,83,75,47,99,15,39,15,34,17,1,69,48,87,36,4,95,4,81,49,66,69,66,51,31,37,73
84,41,97,69,54,45,64,20,92,87,78,79,82,33,88,52,1,13,91,39,57,16,80,89,53,56,6,87,2,55,69,51,67,10,15,90,58,38,28,68,1,66,7,9,88,97,33,73,75,7,17,82,87,90,58,49,21,3,65,16,41,58,79,2,100,91,83,55,44,14,43,5,45,59,41,46,64,100,98,29,48,59,47,8,27,27,86,68,11,91,18,3,32,19,66,65,0,38,16,34,70,70,5,41,63,15,64,37,71,87,63,100,86,41,5,62,11,49,94,58,38,42,32,3,34,22,26,52,11,45,85,19,68,99,96,25,45,38,95,49,78,72,70,36,100,66,67,82,25,17,79,57,73,38,6,74,28,25,49,45,81,2,43,3,80,99,19,21,6,46,13,47,54,41,39,90,14,55,38,70,19,74,54,33,21,75,11,93,2,3,87,52,44,75,83,11,68,93,39,35
1,79,39,23,94,22,78,100,53,12,43,7,75,50,85,18,85,19,4,90,82,21,9,1,40,24,44,44,86,66,84,81,20,82,42,92,50,46,11,15,89,7,12,50,94,70,33,29,18,93,94,17,46,78,47,99,9,12,54,57,65,76,65,30,15,83,40,35,85,18,86,36,25,67,65,61,56,13,54,27,47,93,32,1,3,35,26,25,38,61,44,89,51,18,93,86,72,0,11,59,6,53,85,87,40,42,31,95,83,32,6,81,24,81,22,72,26,41,66,87,72,26,74,55,40,52,13,19,95,9,59,40,27,19,44,4,2,83,11,67,14,92,78,29,73,90,17,74,11,99,8,46,70,92,4,37,89,36,22,9,30,19,35,63,8,63,61,64,50,6,17,9,88,3,99,71,88,30,8,40,68,46,4,92,30,55,87,52,57,58,67,16,26,27,80,87,17,54,99,12
98,42,42,33,6,39,26,7,71,29,35,23,71,79,66,65,43,56,62,9,9,25,26,1,88,36,41,50,42,17,49,62,2,87,2,58,90,82,39,25,18,9,60,15,62,83,30,27,96,93,55,90,69,40,46,59,73,93,81,43,81,100,89,99,27,5,35,42,22,67,8,51,18,61,15,44,55,25,88,62,65,91,72,78,12,68,91,40,2,36,25,98,45,58,97,62,60,62,0,35,12,42,44,77,6,36,75,54,13,81,96,45,62,49,42,35,26,39,38,72,23,73,28,80,53,36,36,54,80,68,96,6,80,91,17,18,50,63,54,44,55,25,79,36,97,77,26,22,44,17,83,74,91,20,54,23,53,22,100,75,39,97,87,98,3,37,100,100,6,92,57,11,33,9,68,100,47,70,34,65,13,83,62,67,5,79,7,65,54,69,75,84,54,32,49,27,7,64,27,43
87,22,86,33,13,50,89,69,3,51,51,63,98,85,93,9,2,55,78,55,34,84,98,89,29,61,60,65,68,95,87,67,82,68,35,30,12,22,29,89,49,65,66,100,24,91,35,94,94,44,83,18,56,86,97,71,97,77,71,54,8,25,75,14,20,49,8,47,49,73,3,19,39,99,32,89,16,32,6,66,20,51,64,49,57,100,22,37,99,34,28,84,99,16,93,37,97,35,85,0,82,57,53,45,27,85,22,28,51,19,42,8,89,73,72,18,32,36,85,23,84,39,71,57,86,53,60,29,31,93,97,30,11,10,88,99,50,99,28,74,74,41,57,30,40,82,2,18,4,38,27,38,91,64,77,80,84,24,35,74,30,72,90,8,72,98,42,93,34,9,74,68,40,4,97,89,24,57,65,89,17,68,1,92,86,51,16,3,9,99,94,82,72,81,60,50,13,100,45,18
1,95,39,4,80,68,86,74,58,91,77,80,87,35,12,16,51,23,64,35,37,68,19,11,97,40,33,15,10,31,30,28,55,52,68,54,76,59,90,71,63,87,94,93,33,38,77,23,64,51,98,16,88,16,1,25,47,84,57,97,84,59,42,25,77,70,31,84,54,83,74,35,86,11,56,90,24,84,13,58,22,74,64,82,78,15,26,65,90,82,5,36,12,73,17,27,49,65,67,24,0,95,38,16,40,52,10,50,41,97,43,15,72,57,70,51,83,32,27,93,90,28,47,20,95,54,86,50,89,68,92,17,53,51,60,49,76,7,56,44,84,72,20,45,44,63,46,7,12,34,93,2,50,28,48,11,67,94,55,24,53,56,81,32,53,55,68,75,46,76,18,3,53,42,24,79,93,72,55,63,56,8,44,56,43,18,88,1,54,52,61,95,79,10,39,69,80,39,94,57
75,83,52,15,81,13,51,61,54,97,57,23,31,68,47,67,9,90,84,90,91,86,5,19,52,6,18,99,52,22,60,70,1,11,60,60,77,57,45,42,71,67,25,38,85,78,16,45,84,9,61,50,41,40,93,17,67,85,53,24,83,41,59,3,66,55,57,45,88,78,7,62,50,3,78,77,25,79,11,26,9,96,8,44,77,62,2,86,58,71,91,55,77,58,63,83,72,17,72,13,72,0,30,11,50,35,47,2,80,94,92,21,74,49,45,69,79,8,79,23,23,31,4,8,66,53,64,24,16,3,36,55,7,56,47,89,22,81,79,48,55,47,31,29,69,9,45,38,65,58,75,100,43,10,26,55,100,21,41,68,22,24,61,61,69,16,65,41,9,89,4,93,22,13,42,2,46,99,51,51,82,69,90,47,6,61,45,86,18,11,43,98,44,1,13,22,14,27,12,10
53,52,38,83,24,52,58,60,40,5,76,47,24,96,36,63,54,88,27,5,87,33,90,67,63,93,36,17,55,61,56,38,93,5,51,51,68,59,89,42,46,30,71,15,14,72,71,16,90,14,44,68,72,19,70,7,77,24,95,22,78,36,23,63,27,44,53,45,85,30,30,73,36,17,50,6,10,44,54,62,50,80,26,90,5,56,24,7,32,97,94,80,2,20,10,38,45,55,70,27,22,97,0,72,56,22,51,79,6,27,48,20,19,66,18,7,70,44,58,58,91,32,33,93,96,22,52,84,25,43,57,28,15,26,10,35,44,26,63,95,98,52,66,36,65,41,85,56,22,22,13,52,13,55,43,25,65,81,56,29,10,43,92,33,72,74,94,93,97,97,67,100,10,31,99,19,84,74,61,16,70,42,79,22,85,34,98,39,75,74,44,15,91,60,28,40,46,87,77,35
39,12,93,34,32,89,40,35,95,44,50,57,43,30,27,35,68,100,85,32,31,52,76,31,61,49,30,45,78,68,29,22,49,25,38,50,3,57,96,23,94,13,63,20,95,53,35,10,83,34,86,21,40,87,66,70,9,65,74,63,68,67,28,81,9,33,88,49,10,48,4,39,7,21,25,75,60,91,81,92,92,12,96,40,79,74,67,22,4,73,84,19,46,27,86,79,58,56,7,20,2,95,75,0,42,54,40,97,27,53,23,9,9,41,81,62,22,75,50,35,100,24,3,50,21,6,21,58,21,75,17,63,98,19,75,52,19,82,33,68,48,76,12,99,90,11,67,83,27,65,100,86,57,92,78,36,92,35,14,7,26,6,34,38,60,17,57,71,91,91,85,31,45,35,80,98,73,5,87,99,35,56,17,16,72,17,26,40,8,33,79,58,72,56,12,32,82,46,50,6
53,53,79,22,86,85,40,37,91,83,45,22,75,76,51,14,13,73,53,82,82,66,68,53,29,74,85,90,14,51,77,66,40,68,97,51,58,70,72,62,13,43,80,46,70,90,70,47,78,93,100,1,45,2,52,88,60,33,41,78,71,74,99,68,43,10,68,24,5,72,51,81,100,98,74,4,17,87,59,38,97,26,88,46,56,39,84,79,77,10,45,63,59,53,50,50,57,1,86,18,51,40,48,40,0,32,80,2,72,49,87,94,73,36,72,51,96,16,23,82,93,19,66,23,46,57,43,40,87,55,66,43,37,99,12,5,43,79,75,80,66,28,87,33,52,59,69,41,8,77,39,88,61,49,92,67,46,90,98,37,91,98,66,77,64,88,70,16,7,7,81,23,19,94,25,89,81,31,85,31,100,5,36,40,7,95,13,77,28,44,12,60,15,35,12,83,17,35,4,17
33,77,17,83,99,70,56,17,18,52,28,93,25,46,75,10,69,72,21,67,59,86,78,85,54,84,27,43,93,87,15,87,77,99,77,47,59,17,73,39,4,74,66,32,49,30,44,46,85,36,44,14,64,11,31,21,86,75,86,53,78,18,11,69,19,15,94,10,75,46,10,9,16,73,52,26,25,61,94,80,38,84,60,95,95,91,2,66,11,79,1,26,27,70,3,34,20,78,3,84,4,92,15,63,84,0,56,47,74,85,92,95,42,38,86,19,49,68,58,22,86,73,5,29,7,43,40,39,38,47,69,89,68,67,75,44,53,93,77,33,99,57,29,38,98,77,47,80,82,13,54,15,97,12,41,76,32,61,80,100,98,50,65,11,12,7,60,34,8,83,91,81,24,83,45,54,27,17,70,85,34,89,30,5,73,45,23,83,29,32,53,53,13,31,64,61,53,51,64,58
17,97,88,37,13,67,55,35,74,16,65,70,43,58,87,74,16,3,63,18,69,94,54,38,43,38,18,74,43,41,25,53,95,80,60,67,33,41,84,13,31,53,26,50,26,61,7,33,71,75,46,90,43,98,29,71,11,68,99,69,50,33,20,99,81,61,18,67,20,91,92,52,97,8,33,92,71,92,49,24,71,79,81,58,85,45,45,34,86,19,25,52,16,39,57,18,60,13,38,21,96,18,2,45,86,98,0,84,77,12,8,67,68,17,63,39,40,52,68,67,31,88,41,8,58,90,99,20,78,90,70,30,48,83,18,45,1,4,21,50,8,14,83,55,37,41,67,27,86,81,5,37,42,40,49,93,46,47,72,92,29,37,75,83,38,46,72,96,49,8,95,45,13,18,55,35,99,26,79,42,77,4,7,65,2,14,23,24,95,83,77,68,70,11,1,54,51,82,25,89
49,87,60,83,46,29,11,6,9,7,100,10,10,66,2,95,81,35,79,63,43,51,72,46,80,3,77,13,4,11,88,12,17,15,19,99,70,87,63,77,48,86,57,75,80,43,60,33,51,16,17,51,63,87,8,35,94,92,76,81,49,83,10,17,28,59,76,31,31,53,8,92,68,62,96,45,81,60,18,98,49,45,87,58,90,55,23,85,98,70,76,63,64,72,75,42,26,7,89,69,90,63,77,52,18,47,76,0,27,30,7,61,12,36,4,7,28,26,13,77,88,73,95,42,85,1,58,28,82,96,85,71,93,96,97,24,16,9,54,88,57,14,22,26,30,17,34,59,54,20,73,11,33,57,70,94,42,29,40,65,19,55,99,16,38,76,43,63,25,16,59,29,67,59,87,17,52,4,73,85,34,100,17,45,11,94,74,58,11,34,8,52,91,5,17,83,26,24,59,14
30,37,81,43,29,83,94,30,52,60,53,25,82,71,73,24,79,36,89,24,58,67,29,34,98,80,54,41,47,24,42,63,24,78,73,33,80,44,59,7,88,23,11,71,87,26,63,65,86,54,85,22,42,54,71,82,10,37,4,83,11,61,17,45,85,66,41,36,56,11,84,60,93,74,82,46,25,70,88,75,38,100,41,44,69,21,59,91,6,81,10,29,40,12,55,91,87,45,72,95,80,79,49,19,72,92,89,56,0,53,77,28,85,66,31,25,9,62,21,50,68,89,22,19,59,12,96,90,41,9,91,20,88,49,15,95,4,34,30,11,28,59,88,67,19,27,2,68,25,77,69,15,23,4,13,90,16,74,37,39,88,51,12,44,51,83,41,56,87,96,99,72,3,64,72,40,64,9,80,20,94,14,72,41,52,85,94,9,53,87,74,70,9,23,28,68,46,91,6,60
36,9,39,27,45,96,8,98,58,21,13,7,28,92,86,12,82,68,30,21,94,29,37,93,44,23,50,29,96,38,56,75,26,78,28,80,43,45,39,24,74,54,82,45,30,5,8,1,12,40,36,38,78,34,45,21,35,25,84,28,50,66,6,72,2,43,49,87,16,27,24,17,6,43,55,32,29,67,44,92,37,46,74,63,45,39,31,25,83,60,98,94,37,50,90,84,35,36,16,76,78,37,67,19,90,8,18,48,56,0,22,87,65,91,43,61,88,60,57,20,95,13,37,84,76,28,66,30,92,92,7,28,77,20,16,39,9,68,68,2,4,51,61,69,41,6,16,23,89,97,41,12,65,66,52,31,93,24,16,51,77,57,24,16,39,76,64,7,90,14,87,69,85,24,90,42,48,49,27,20,100,68,46,71,78,29,60,2,81,14,94,91,55,53,12,77,45,70,83,75
39,21,86,50,16,43,64,82,15,18,34,5,73,95,9,11,94,65,57,23,3,69,49,24,15,27,60,91,64,21,29,8,61,62,78,88,9,100,63,68,76,86,3,42,86,84,45,90,86,27,47,55,20,2,82,52,90,15,56,15,39,85,13,8,36,27,49,18,71,98,84,26,23,65,40,68,5,91,31,1,91,74,26,88,73,54,47,34,16,87,50,57,82,18,43,2,65,97,100,41,61,74,78,100,60,1,59,55,90,38,0,47,24,11,85,10,48,81,92,98,99,90,39,50,80,22,65,7,50,69,70,97,34,36,79,30,90,22,66,89,26,65,97,63,71,2,19,39,1,85,33,3,38,69,86,80,43,60,51,30,24,16,92,36,98,30,38,72,4,5,49,33,75,17,84,54,34,47,87,21,20,36,76,21,18,23,83,7,32,46,23,83,93,100,20,80,6,34,93,83
59,93,73,40,96,79,14,52,61,49,36,32,8,3,1,100,37,58,84,75,60,77,14,95,32,42,31,60,10,85,46,41,93,76,31,45,54,75,92,16,22,19,99,80,76,14,31,22,60,32,2,48,10,12,2,32,71,55,6,1,43,16,45,33,76,16,47,98,89,14,34,42,96,88,13,16,27,95,74,67,58,86,57,25,5,84,1,4,49,92,22,60,11,24,4,59,63,47,33,92,65,71,14,84,40,30,27,21,91,88,43,0,18,88,72,85,24,10,22,93,96,20,7,77,77,54,94,78,86,88,93,100,46,54,78,95,85,39,1,7,2,57,65,48,87,66,23,51,44,53,61,42,12,29,24,48,30,77,76,21,43,61,12,36,95,55,83,46,66,55,80,38,83,85,49,76,41,33,100,80,18,3,23,42,85,70,57,20,30,4,62,37,61,2,23,28,81,2,46,17
96,62,62,22,79,54,45,10,75,56,32,30,93,14,77,83,63,13,42,30,56,33,94,32,18,65,28,97,58,18,21,17,30,94,4,93,98,22,90,23,51,1,26,5,31,43,44,29,100,91,47,27,52,55,29,27,59,64,81,66,62,25,27,59,53,13,31,3,21,54,8,17,40,71,23,18,12,29,99,23,85,48,78,26,47,48,4,91,35,15,86,49,12,88,25,46,92,95,15,79,11,58,75,44,7,38,20,99,18,3,73,99,0,24,31,45,83,5,77,38,87,6,10,89,43,65,46,90,38,6,63,20,18,70,2,27,66,45,90,91,39,21,10,76,17,28,93,71,28,38,79,48,46,97,89,43,26,64,12,91,99,22,23,79,38,95,44,53,8,82,13,98,12,91,71,30,55,31,77,36,32,45,45,70,25,60,17,39,37,57,49,99,40,98,90,57,64,2,20,55
55,41,23,70,57,72,37,16,76,21,46,34,37,49,41,1,59,81,23,31,25,98,26,33,55,27,45,13,85,48,4,91,95,68,84,85,58,76,50,32,13,7,13,66,88,88,15,95,1,67,49,52,70,36,74,17,4,38,66,78,21,71,14,29,29,8,60,14,88,70,97,34,70,4,48,28,96,47,17,5,81,32,24,91,3,16,14,17,54,59,86,29,49,30,36,3,77,93,82,25,75,20,23,54,56,18,74,31,62,63,58,94,99,0,86,39,2,31,93,74,100,10,38,55,6,19,98,57,30,48,91,60,81,66,31,15,57,64,43,21,28,8,4,90,65,28,48,39,61,42,57,33,43,100,68,72,7,41,26,36,57,75,98,68,93,1,46,70,34,11,9,98,49,85,4,58,89,16,4,27,74,63,35,30,81,23,4,13,66,67,80,66,54,57,21,88,53,54,94,89
28,97,52,67,19,32,6,13,68,47,25,79,24,6,37,5,28,54,88,5,11,97,7,79,29,60,34,1,94,1,5,55,68,77,27,58,80,18,56,94,95,14,23,89,6,74,100,76,40,53,32,35,81,10,11,70,78,34,96,99,16,12,20,59,100,9,2,27,38,89,23,58,18,89,79,29,72,36,9,42,31,77,93,97,44,38,97,41,38,86,63,35,15,75,48,88,83,26,31,66,90,69,35,97,54,88,78,27,29,64,97,9,53,17,0,60,49,38,64,24,77,26,89,78,18,73,35,68,97,21,3,10,44,46,44,31,16,93,4,43,57,24,87,59,30,29,5,9,76,47,18,58,14,46,77,53,65,85,72,14,72,95,55,67,14,82,62,61,41,46,5,86,61,42,55,83,18,34,14,82,21,32,49,43,20,45,92,43,76,64,36,66,58,62,58,16,79,9,58,15
6,1,89,63,28,32,63,5,18,8,26,93,34,38,63,10,4,32,3,60,2,15,71,42,4,99,31,92,95,93,100,51,13,37,9,28,87,22,60,85,70,37,43,64,60,100,45,20,79,89,60,85,16,74,52,12,35,38,96,3,8,92,8,52,73,47,36,50,2,27,46,95,13,1,3,16,57,19,29,41,95,27,20,54,6,4,69,82,100,51,26,46,73,13,91,42,7,13,2,9,37,71,86,53,89,70,48,77,15,50,52,52,42,38,85,0,76,47,99,43,83,16,46,84,31,35,22,59,2,23,30,1,82,80,45,38,42,62,61,11,100,33,7,93,93,23,43,12,29,78,57,68,23,39,41,9,51,13,23,100,60,69,51,27,60,41,37,19,17,60,64,36,2,42,83,91,59,81,59,22,78,43,77,20,3,75,97,31,60,54,49,38,76,27,48,64,11,7,16,32
66,41,15,18,89,51,81,78,86,89,77,63,78,82,86,32,77,52,74,35,5,43,46,83,17,83,93,7,5,47,87,81,21,7,10,61,44,15,14,75,36,90,52,9,59,15,48,30,66,98,15,7,93,77,53,57,70,76,24,9,51,99,62,15,12,13,2,40,29,43,44,85,20,61,99,82,1,45,58,26,24,35,6,25,100,6,69,96,33,23,51,57,73,40,67,56,96,37,31,68,76,2,84,47,45,9,62,13,94,38,70,2,53,84,23,20,0,62,4,63,47,86,49,31,96,82,8,52,6,33,12,39,74,62,37,4,84,99,86,1,72,58,7,83,90,73,86,23,59,75,35,87,11,14,16,86,85,76,32,54,59,44,60,99,49,73,87,60,73,63,14,5,46,37,90,59,19,17,44,10,81,40,88,37,52,17,77,88,79,56,31,40,72,91,49,23,5,41,46,77
48,39,39,14,35,64,47,80,25,44,68,65,6,67,22,39,23,14,97,26,92,12,95,85,21,94,78,65,57,42,61,88,73,13,97,2,89,58,98,17,87,66,5,25,10,87,35,21,20,50,3,71,28,65,82,79,52,44,82,58,22,30,62,97,53,51,75,100,79,33,63,60,23,61,85,32,69,80,27,95,19,22,12,90,18,21,53,43,37,75,14,76,26,93,96,89,57,4,43,91,80,81,17,34,8,51,51,91,71,27,65,47,41,4,26,30,68,0,37,38,95,12,4,38,47,27,50,55,71,43,87,31,40,96,52,25,99,67,47,38,76,25,5,30,1,49,64,4,87,64,20,31,76,2,37,36,6,19,42,53,13,24,17,48,83,65,81,31,97,43,54,65,17,4,70,75,89,59,52,64,60,83,27,88,44,90,24,53,72,63,92,64,54,46,27,14,9,48,69,36
15,86,62,44,77,68,85,2,66,54,97,69,95,49,36,24,25,90,80,36,56,70,94,98,55,94,90,49,60,46,60,58,89,54,99,27,27,94,7,19,22,64,79,77,73,36,38,98,44,66,96,57,96,94,22,34,8,42,89,80,2,34,99,99,53,87,58,85,46,85,68,87,22,25,63,55,59,11,36,65,35,72,56,87,92,71,71,43,8,97,14,83,33,13,32,96,86,30,62,94,59,43,86,6,42,87,55,62,75,54,66,80,68,87,100,30,28,1,0,68,13,63,80,96,4,78,52,35,33,79,96,58,3,7,48,6,75,36,73,78,51,22,77,38,26,9,48,80,82,74,36,50,1,90,40,32,51,1,15,74,21,60,74,82,98,69,61,86,6,81,1,25,68,50,96,84,36,73,67,39,32,44,15,83,61,46,25,26,39,13,36,51,81,14,36,35,33,22,40,62
91,51,17,61,24,66,28,85,7,77,19,94,30,24,96,33,22,28,100,34,15,23,11,96,75,85,10,82,17,42,43,30,5,20,54,98,88,59,55,94,73,64,7,17,1,82,32,41,98,43,99,88,95,62,25,12,4,80,17,55,59,24,82,91,11,32,16,10,85,16,31,26,47,92,13,59,7,6,61,56,59,88,1,99,15,63,60,18,30,36,47,29,3,15,82,71,3,37,24,73,38,97,15,31,20,50,1,99,75,97,100,14,93,19,12,50,10,9,14,0,2,3,78,7,38,22,85,3,71,7,33,40,88,93,11,91,99,85,54,66,47,94,89,45,11,66,2,29,16,39,92,9,71,5,53,81,57,60,7,94,7,66,26,7,15,72,52,8,59,67,36,33,22,81,35,84,56,91,4,48,72,84,95,9,39,83,30,72,35,52,39,46,53,73,67,24,18,86,47,72
28,7,89,91,4,59,54,48,31,58,65,22,54,8,81,52,37,71,31,55,49,62,97,74,99,5,59,32,47,22,78,43,4,60,36,12,54,12,83,37,63,70,7,74,89,51,98,62,23,81,77,38,28,61,44,99,73,57,37,73,78,83,81,20,22,39,51,49,29,33,27,81,61,45,70,14,72,54,70,44,17,47,86,67,60,11,81,64,6,98,59,28,35,53,88,60,8,41,95,15,32,55,33,73,80,36,35,90,64,96,57,79,79,95,12,33,60,79,50,72,0,82,53,2,62,31,88,77,95,94,64,92,64,91,53,4,99,56,100,70,36,2,58,48,74,68,32,20,7,73,90,64,23,87,69,84,83,94,79,26,16,99,55,77,90,73,28,50,94,94,5,5,84,68,99,77,2,54,70,80,99,40,10,62,96,73,77,44,73,67,33,13,37,15,9,6,36,48,21,35
20,91,67,28,69,39,55,19,19,56,57,41,18,92,63,81,8,19,13,73,27,9,39,50,57,11,71,12,87,30,88,15,51,12,45,26,40,64,24,28,67,34,95,8,6,65,46,74,10,95,57,53,76,77,33,49,76,65,61,32,13,89,93,42,68,82,38,28,94,24,38,63,44,65,89,26,21,66,2,37,24,53,21,25,12,19,68,30,13,95,18,41,73,55,89,16,58,86,21,79,62,25,24,37,15,70,26,30,56,6,7,13,83,39,35,37,32,25,92,65,66,0,18,39,50,62,60,21,85,23,80,63,36,90,1,67,99,95,88,13,52,14,54,65,81,82,25,27,47,15,6,56,22,90,23,85,100,15,81,36,90,27,99,23,97,2,47,43,47,22,54,14,53,10,67,33,97,45,35,19,27,71,22,60,50,45,16,73,6,59,74,21,72,4,19,22,74,72,25,58
98,95,92,66,13,13,47,17,34,68,84,17,33,61,1,50,18,12,11,87,61,55,73,35,28,49,8,92,25,88,5,39,79,49,76,4,44,29,36,88,40,16,63,8,60,51,36,87,87,81,1,24,74,77,74,45,68,29,64,12,85,84,84,46,44,4,3,13,82,56,78,72,53,98,13,73,2,2,19,64,77,24,96,68,43,56,98,4,60,10,57,43,82,24,83,5,100,46,11,79,11,68,47,60,82,80,12,3,44,42,31,37,70,100,54,71,88,56,93,24,62,46,0,23,3,6,82,64,3,56,71,39,18,89,4,91,81,1,14,28,42,80,44,96,11,84,61,14,76,44,84,40,69,80,1,73,70,39,23,75,76,45,41,1,82,3,3,42,18,98,14,31,33,93,21,87,96,10,50,46,39,75,15,56,17,11,99,17,16,9,24,72,18,58,98,12,51,20,37,21
34,6,70,14,86,58,31,11,94,89,61,85,65,12,77,5,50,12,86,82,34,54,76,57,35,26,75,72,5,22,62,51,32,89,63,43,76,45,100,27,31,22,72,66,22,78,98,33,79,75,44,20,74,68,66,3,23,19,76,75,33,68,14,39,46,41,77,1,70,8,76,43,44,75,46,93,88,53,22,48,7,39,44,20,20,27,95,10,83,79,40,31,29,60,60,40,4,100,18,29,69,59,41,50,49,99,70,12,80,60,15,90,17,6,90,47,61,9,21,55,77,24,6,0,84,1,21,91,40,83,1,26,6,58,65,31,33,14,15,1,18,49,27,89,50,20,25,54,52,64,76,41,79,4,6,44,9,70,31,87,55,64,41,33,53,71,24,57,60,82,9,47,62,82,79,95,100,8,87,92,4,72,92,41,26,51,9,51,53,56,72,70,56,77,42,38,57,9,26,92
27,92,95,3,77,38,50,100,48,69,55,40,72,52,34,2,75,46,90,71,44,56,38,63,15,65,79,96,26,58,56,28,79,18,83,25,66,97,22,88,35,41,18,7,76,97,73,47,20,2,10,86,52,9,2,90,86,75,88,19,70,71,44,84,94,83,47,39,64,96,73,23,19,46,76,93,54,52,99,87,71,80,58,88,88,46,38,71,44,68,50,35,71,43,5,90,38,22,31,53,68,64,9,81,96,65,21,65,28,68,3,67,41,9,8,40,31,66,78,68,33,87,35,54,0,53,63,71,27,69,25,83,55,80,46,25,13,50,31,73,96,9,96,19,9,70,2,23,2,38,28,66,64,68,27,76,97,26,43,51,65,87,2,35,64,71,64,33,14,20,11,95,96,6,58,39,71,72,32,35,18,37,88,58,13,79,40,39,27,11,80,20,5,89,60,26,82,37,67,2
74,61,56,85,17,35,14,86,28,79,94,7,62,65,91,65,63,100,22,18,78,68,43,20,64,16,91,1,39,77,95,42,81,74,85,48,11,70,82,96,84,45,36,71,56,65,33,49,26,7,82,9,52,58,33,75,31,10,44,67,42,97,71,99,30,76,5,71,100,66,70,35,79,71,22,13,41,35,24,18,84,94,7,51,31,54,24,9,32,41,57,93,63,99,74,71,21,24,100,40,84,42,88,62,80,71,14,19,95,49,6,88,42,29,43,62,38,57,14,20,19,19,41,48,5,0,3,12,77,70,40,79,100,84,87,66,64,75,74,79,25,3,4,14,25,97,83,61,92,94,34,9,37,50,7,44,15,95,77,8,62,20,68,94,68,28,83,83,1,25,75,80,79,22,57,35,54,96,32,33,64,34,54,23,79,17,89,78,32,9,38,98,86,83,90,54,85,60,68,97
41,86,74,88,27,6,31,25,30,18,58,82,68,43,34,30,86,81,78,6,64,12,40,5,95,52,82,97,91,100,87,80,47,74,2,59,51,69,90,78,98,39,63,72,70,14,87,10,10,4,7,53,57,5,78,33,37,86,81,73,67,63,21,72,17,82,9,71,54,76,72,26,13,10,32,72,85,84,58,1,24,19,47,9,9,91,63,62,26,91,30,5,44,57,55,54,17,36,78,1,38,64,48,20,93,79,36,15,72,53,56,38,82,61,87,89,98,11,10,27,92,69,12,56,5,54,0,9,35,69,53,8,39,48,40,49,29,60,7,96,89,26,98,94,72,49,7,81,29,57,69,91,74,8,6,3,32,6,12,13,61,79,53,89,33,40,32,63,38,17,16,42,57,37,33,5,52,100,40,5,66,45,25,67,60,43,97,6,92,19,16,13,77,4,48,48,35,27,55,80
